-114.644	-129.887	95.6609	-865.944	0	16.0117	491.654	-246.911	199.925	-1116.14
-165.255	-265.926	323.533	-616.691	0	890.499	-375.847	-1486.68	631.057	344.447
77.0415	32.7015	-136.988	328.426	-642.004	0	0	102.651	0	1164.21
110.401	-21.5238	0	0	0	0	0	0	0	0
334.166	0	-286.224	605.669	0	0	0	0	0	525.457
-106.689	-77.5592	96.4064	-506.219	102.169	438.182	0	-1489.57	751.948	-51.5575
0	18.6611	-6.21891	0	50.3787	0	0	0	-47.7178	-82.416
20.2968	0	35.5194	27.6154	0	0	0	55.5111	-214.315	99.1884
288.747	0	-105.782	521.524	0	0	0	0	0	315.455
-1087.88	-973.513	1002.18	1337.43	617.788	1319.1	0	0	0	1986.83
0	0	-7.53205	0	-23.1635	0	0	0	-87.4854	18.2218
255.586	0	5.22504	230.754	0	0	0	0	0	0
1.83454	-0.150258	3.74469	-15.2436	-7.30944	5.1443	0	-23.7374	-71.4456	-14.2654
10.5562	-3.36314	0	-2.40053	6.91323	0	0	-0.206487	-105.523	-2.3942
1.81906	7.93147	0	0	0	0	-22.6243	0	0	0
139.299	0	43.7105	812.712	0	383.72	0	-1144.23	1103.11	532.568
942.89	-51.9523	0	1095.65	139.008	0	211.983	0	0	0
187.043	0	0	370.264	102.202	0	21.0805	7.81702	53.7126	0
182.513	-0.1552	87.3902	352.374	-5.56084	0	91.2447	-10.9165	174.605	0
-115.714	-89.2364	87.6543	-919.58	694.762	137.508	102.959	-279.76	-220.633	-884.191
0	0	0	0	0	0	0	0	-92.6867	-4.06298
-44.3546	-6.43805	0	340.632	0	43.9357	46.5913	-29.2239	37.7055	213.192
685.516	0	262.381	2174.09	1020.8	-863.489	1970.53	0	0	0
67.423	-61.2511	-35.6796	645.403	-128.066	0	0	0	670.35	12.6664
200.523	-112.277	-138.764	0	0	0	0	0	0	0
-8.09328	-2.84237	0	0	0	8.1111	0	0	-83.9507	-15.2334
-1.18548	14.734	-5.49005	0	49.0784	8.2496	-14.521	-12.6062	-64.6424	-51.0755
5.13028	0	0	6.62014	0	0	0	0	-92.4122	-2.62189
