-3.35639	-20.735	-0.996638	-6.84687	-13.9216	2.24325	-0.329558	-24.416	3.51811	-0.784439
-3.3523	-21.7737	-0.662968	-5.2192	-14.2902	2.46656	0.787427	-25.6104	1.85238	-1.13046
-4.44706	-20.201	-1.91537	-5.43271	-14.5498	2.59898	-0.616257	-22.436	3.32928	-0.447625
-2.8663	-16.978	-1.65211	-2.91569	-9.7496	3.13079	-0.313549	-18.2395	1.58985	-0.759357
-0.0384855	-13.8402	-1.40843	0.570876	-2.30051	3.96775	1.1328	-12.4713	-1.11751	-0.0703284
-0.331431	-15.5483	-1.62956	2.0064	-3.48097	3.91885	2.36274	-14.7236	-2.32844	-0.495025
0.129779	-13.6227	-1.94833	-0.109839	-3.59705	4.20698	0.552365	-13.2752	-1.38706	0.306339
-0.357058	-15.8885	-1.42693	0	-4.69894	3.58848	1.47452	-15.4719	-1.24675	0
0.0628098	-17.3112	-1.56256	0.816037	-5.82137	3.42841	2.6961	-18.1006	-2.97905	0
0.926841	-18.9334	-0.413899	-0.89604	-7.1407	3.37447	3.22113	-22.8653	-3.17679	-1.00981
1.1261	-15.6934	-1.28752	-0.338156	-4.74417	3.76656	1.89332	-18.2072	-2.8644	-0.508993
0.389028	-19.4231	-1.67902	0.0761464	-7.48656	2.45254	3.53017	-22.0237	-3.73041	0
0.0519233	-7.77	1.74704	2.07646	8.06716	-1.4044	0.783368	1.23312	0.919672	1.12968
-0.0298765	-7.79647	1.68177	2.64423	8.60329	-0.334602	1.13377	1.34647	1.66075	0.501997
0	-9.46052	0.520241	3.81311	6.2977	2.62256	2.02468	-1.09846	0.685079	0.295778
-0.167261	-10.5057	0.956066	4.48508	6.41091	2.79218	2.90879	-1.80856	0.728378	0
0	-6.48008	1.24618	2.23787	7.90289	-0.983052	0.268314	1.14942	0.953436	0.704331
-0.207314	-6.90915	1.9875	3.01115	8.86785	-1.75449	1.00737	1.75538	0.965945	0.499951
0.925703	-5.4731	-0.584603	0.672132	6.6342	1.98699	-1.53606	0.524278	1.23209	0.907373
1.05409	-5.55116	-0.17845	0	7.07499	0.765671	-1.36703	0.529211	1.50832	1.14963
0.452244	-6.98708	0	1.67842	6.79809	1.74448	-0.228154	0.512763	1.17967	0.990793
0.481317	-6.69018	0.0848216	1.45195	6.80597	0.998976	-0.433644	0.372153	0.994161	1.01318
0.576499	-6.06188	-1.01638	1.44426	6.10818	2.39785	-1.13662	0.530699	0.905647	1.07313
0.483482	-7.02792	1.08835	0.908533	7.44649	-0.393067	0	0	1.54518	0.742205
0	-2.18327	9.76388	-3.68216	12.5996	-18.514	-1.16033	2.01871	-0.00990577	0.804054
-0.825761	-1.86214	8.92528	-2.56122	9.46876	-17.4603	-2.17098	3.48223	-2.22051	1.71108
0.162445	-1.3512	10.8369	-6.05166	11.6469	-21.5098	-2.15174	0.0238907	0	0.327425
