"1" "2" "3" "4" "5" "6" "7"
"sscortex.27" 0.04676935315343 0.162328914289831 0.00066742325283856 0.0230582441508927 0.767099735945538 3.15046833412302e-05 4.48245241283678e-05
"sscortex.28" 0.166095884223282 0.0343695469292213 2.78451266538393e-05 0.0311995253578784 0.768073419550448 4.4427739133234e-05 0.000189351073383458
"sscortex.29" 0.27427398123851 0.000304208535104166 3.04834846870181e-05 0.00536048091380415 0.719852864308304 4.68307845823496e-05 0.000131150735008302
"sscortex.30" 0.0840829302698474 0.0238783315991033 2.8137286307945e-05 0.0223703526541522 0.869346431268768 3.7808612950963e-05 0.000256008308870491
"sscortex.31" 0.1585024814402 0.0208780978339949 0.00206678857330774 0.0290728075322924 0.788495716816551 0.000637424705592106 0.000346683098062855
"sscortex.32" 0.139739503220393 0.00947941820078975 4.56955716778755e-05 0.0256156316022471 0.824850491028225 5.32785568320951e-05 0.000215981819835351
"sscortex.33" 0.0328457948309941 0.153602542746274 0.000414765490118133 0.0442431307367467 0.765230770278799 0.00038817737333289 0.00327481854373498
"sscortex.34" 0.0992688639868674 0.0157362037554568 0.000678699713269825 0.0446480865542754 0.83862746724336 0.000384421223441603 0.000656257523328992
"sscortex.35" 0.0536410738842736 0.064510938461998 0.000721374777738073 0.0293177107432982 0.85166842274919 6.86888529474536e-05 7.17905305548544e-05
"ca1hippocampus.10" 0.0219885764019933 0.137433420706877 5.32746649291419e-05 0.0126794475279701 0.825661652680978 0.000300613419275392 0.00188301459797717
"sscortex.36" 0.0781693347587921 0.135769258066957 0.00234349383525731 0.0363140445926395 0.738095913316244 5.88459490049128e-05 0.00924910948110586
"ca1hippocampus.11" 0.0610537656102855 0.0767384894519289 2.8956608662621e-05 0.0710530258736439 0.790084201849982 9.36289934709014e-05 0.000947931612026653
"ca1hippocampus.12" 0.021099462547751 0.178779049205259 0.000280118864134433 0.0155054828761028 0.78419583381233 3.48284262711326e-05 0.000105224268151543
"ca1hippocampus.13" 0.0894157862164686 0.0116144379056956 3.75112960377303e-05 0.0641638683035256 0.834463100427916 7.39826492576673e-05 0.000231313201098432
"ca1hippocampus.14" 0.0397885953489964 0.111985957816884 0.000534564255511181 0.0277335842671169 0.819542554944032 9.21520244570856e-05 0.000322591343002812
"ca1hippocampus.15" 0.00019183175935406 0.11261529947986 0.000535932710291881 2.96500625734866e-05 0.886446827415485 4.82194072574718e-05 0.000132239165177451
"ca1hippocampus.16" 0.0781518693713796 0.0645240870864041 4.59083924405904e-05 4.24569763290071e-05 0.857142387488118 4.42461697144413e-05 4.9044515614427e-05
"sscortex.37" 0.0424904184871217 0.159177060204027 0.000273023926111934 0.0422671734129033 0.744554057848315 0.000172274900279534 0.0110659912212413
"ca1hippocampus.17" 0.0825093915242528 0.119949062904555 0.00118210423504568 0.0310644240378806 0.765211981529072 3.56693482074059e-05 4.73664209866258e-05
"ca1hippocampus.18" 0.527654980191307 0.00117975240996912 2.59537613908656e-05 0.0722620099662334 0.398792307944012 3.05493570781862e-05 5.44463700103691e-05
"sscortex.38" 0.00668494731437565 0.197686592516338 2.94673616099139e-05 0.0748015221120617 0.718149761954817 5.09145102127375e-05 0.00259679423058492
"sscortex.39" 0.0492109427590308 0.032100744389921 0.000378746694417854 0.0419855805788953 0.876198522318841 3.49808772552873e-05 9.0482381638833e-05
"sscortex.40" 5.67143524808168e-05 0.187565510566279 4.07530792370827e-05 0.0392122914209859 0.771937781291259 3.63751078041523e-05 0.0011505741819542
"sscortex.41" 0.0401989686882712 0.0472283226644421 0.000996678425144167 0.0403676721631351 0.870294793353307 4.79158315135558e-05 0.000865648874186541
"sscortex.42" 0.000312054250712475 0.229525303173643 6.71621433048624e-05 0.021130838484221 0.746733273857837 0.000209284258834746 0.00202208383144661
"sscortex.43" 0.0227713656620486 0.0615147618293905 1.61245851099861e-05 0.0172361547509622 0.897956231808599 1.80052639853799e-05 0.000487356099903843
"sscortex.44" 0.000220221761154332 0.156446931434683 0.00170795678478514 0.04937363598366 0.792174134061463 2.80492667734732e-05 4.9070707481155e-05
"sscortex.45" 0.000122134311743047 0.144416930966752 3.45358163271733e-05 0.0407892220551723 0.813703017799824 7.01970512653e-05 0.000863961998915703
"sscortex.46" 0.000301552931263794 0.25292897605658 0.00133018565275885 0.0417307662821685 0.703511902200066 3.42068691813331e-05 0.000162410007981283
"sscortex.47" 0.018780515509904 0.169638048084146 0.000152259339999364 0.0204977237809102 0.790882573178939 1.88309540407581e-05 3.00491520599463e-05
"sscortex.48" 0.0263915152006438 0.13483858142239 1.9245373854586e-05 0.0672911534543544 0.771319993121426 2.50342105898005e-05 0.000114477216741633
"ca1hippocampus.19" 0.150266113658713 0.000287216420160194 0.000683880371892219 0.0153590559449316 0.833214506806538 7.03071422208757e-05 0.0001189196555438
"sscortex.49" 0.00260131268059728 0.198420853112861 0.00124688859305897 0.0596628477863888 0.736937145711044 5.39986206483128e-05 0.00107695349540268
"sscortex.50" 0.195115027704456 5.17495967657533e-05 0.000258460543389137 0.0107554672188823 0.790905844485594 3.80967494951266e-05 0.00287535370141862
"sscortex.51" 0.0161495517951679 0.176699060501531 0.000288581004908452 0.0195043063366128 0.787175405770172 6.24723007821472e-05 0.000120622290825828
"sscortex.52" 0.188352506941116 0.0131756122689837 2.97023194679051e-05 0.0148161964757441 0.783555621874271 3.60729593210461e-05 3.42871610958017e-05
"sscortex.53" 0.146999058949995 0.0341210959822431 0.00016877529101034 0.0162232567995338 0.801779705830007 0.000600021838195788 0.000108085309014994
"sscortex.54" 0.210423085435654 0.000249430250383974 2.43205539142731e-05 0.000545818955711228 0.788489864339343 2.33987829467967e-05 0.000244081682047225
"sscortex.55" 0.114524914387398 0.102217729724418 3.73731890762973e-05 0.0144516010622977 0.768249599664412 4.09392390681289e-05 0.000477842733330226
"sscortex.56" 0.19681438535837 0.00628140986954089 4.96200029145366e-05 0.0509663926087108 0.745737088483534 4.23301576741824e-05 0.000108773519255694
"sscortex.57" 0.262650750192945 0.000198072915109295 2.26162617731305e-05 0.0063188435009994 0.730690248967443 2.35858938530262e-05 9.58822678766888e-05
"sscortex.58" 0.138904295173512 0.10225420294159 3.48753453549885e-05 8.08639000035268e-05 0.758400393107189 3.63806295205578e-05 0.000288988902829802
"sscortex.59" 0.0573445795494954 0.166468386693836 0.000207601830859802 0.0248642247580226 0.751011894185809 5.78275390088244e-05 4.54854429686313e-05
"sscortex.60" 0.328478567161981 0.017539907247531 3.74604090485005e-05 0.0529980034555085 0.600472427646249 0.00041696965282433 5.66644268580246e-05
"sscortex.61" 0.159268070950538 0.015244354947477 7.22915991083366e-05 0.0252048201281147 0.80010488772596 5.57099480409682e-05 4.98647007602716e-05
"sscortex.62" 0.178420316939579 0.060826122639621 4.29000844509713e-05 0.00982450748612848 0.749300712188105 8.21664026222318e-05 0.0015032742594931
"sscortex.63" 0.0910068186301874 0.0237880596368106 0.000367673036964449 0.0250531450231151 0.859618859682885 0.000102160153265044 6.32838367725099e-05
"sscortex.64" 0.0794505833648201 0.223365232991232 0.0013287176549568 0.044194433338888 0.651527167721798 2.98586372026765e-05 0.000104006291102116
"sscortex.65" 0.102234509590875 0.170500096463955 2.4300033379785e-05 0.0335804219945944 0.693587179064142 2.41631317148859e-05 4.93297213397045e-05
"sscortex.66" 0.134879031850439 0.0152400611149485 0.00028576594587145 0.0140138559580772 0.83550546703076 3.8483806884238e-05 3.73342930203613e-05
"sscortex.67" 0.169784932159409 0.012413137032265 3.53067224277523e-05 0.0199683929905035 0.796630397971959 9.32586595775314e-05 0.00107457446385775
"sscortex.68" 0.112087503305057 0.106806959288515 0.000212506949119829 0.0223398500134451 0.757357998986005 2.81814640292828e-05 0.00116699999382875
"sscortex.69" 0.243289189246713 0.0144182405730835 3.81115439057088e-05 0.0309009824220203 0.711075908348722 0.000224883667415183 5.2684198140377e-05
"sscortex.70" 0.0796134574147414 0.162426172446559 0.000149042750428226 0.0542002694012742 0.70355065756011 2.72640502447686e-05 3.31363766423912e-05
"sscortex.71" 0.152204663780502 0.0423238336970549 2.78400184909217e-05 0.0366039923919644 0.768759297866285 4.6232477458897e-05 3.41397682428516e-05
"sscortex.72" 0.151509162857674 0.0377048921290477 2.48487327980974e-05 0.0304061732232172 0.780298906324858 2.98152931285688e-05 2.62014392760865e-05
"sscortex.73" 0.0348565492977412 0.168172462379526 3.44142740237561e-05 0.0669706528222236 0.729902304259275 3.11310212994354e-05 3.24859459115497e-05
"sscortex.74" 0.165437931143421 0.000181350606883211 1.65426650451977e-05 0.021709495440682 0.812422123261283 0.000197465351239246 3.50915314466053e-05
"sscortex.75" 0.0803687864535701 0.165581417860432 0.0108930570560417 0.0792890567612298 0.628792686183223 0.00461035003846898 0.0304646456470342
"sscortex.76" 0.0944492675141295 0.143561438880205 0.00100753398743151 0.0502395501169919 0.710683190510074 2.6666758547967e-05 3.23522326199489e-05
"sscortex.77" 5.05291537075674e-05 0.483210513568986 0.00609161782366332 0.0915881062193385 0.417256282760961 5.67028019937083e-05 0.00174624767134962
"ca1hippocampus.20" 7.03331993095868e-05 0.303734451165507 1.23731211506338e-05 0.0311786118542073 0.664923281965437 3.46105173777225e-05 4.63381770111046e-05
"sscortex.78" 6.71677234353416e-05 0.240456347695054 0.000630849706354069 0.0697680629985877 0.624774366240806 0.00253541448436922 0.0617677911513938
"sscortex.79" 2.20891013303654e-05 0.274657619990916 0.0158758851318984 0.0604683755684582 0.638176758753126 0.00148138654116182 0.00931788491310949
"ca1hippocampus.21" 1.84271965728815e-05 0.362643434118354 2.13342620827296e-05 0.044982250366103 0.591195848753566 0.00101933848727929 0.000119366816042614
"ca1hippocampus.22" 1.59930006292539e-05 0.264858390356503 1.46127914117347e-05 0.0134679927975938 0.660909409730515 2.08929243196398e-05 0.060712708399028
"sscortex.80" 1.40953497988097e-05 0.322518720432576 0.0913344020704078 0.0472489648299637 0.53839113467125 0.000236629706972961 0.00025605293903048
"sscortex.81" 0.025322720625622 0.204472587555346 4.55100436701151e-05 0.071907490270648 0.696267924979078 0.00187544274948486 0.000108323776150975
"sscortex.82" 2.6727405029951e-05 0.286994469645855 0.153337292308973 0.0390842405542614 0.504404753707539 0.0140070004946413 0.00214551588370012
"sscortex.83" 2.18442777674078e-05 0.414225214102702 0.00814776523334855 0.00564010890808674 0.555971813698434 0.0159357414072664 5.75123723957493e-05
"ca1hippocampus.23" 0.00783692198068951 0.31498349735115 7.77530768849163e-05 0.032189176909634 0.392561117019963 0.0390141018925406 0.213337431769137
"ca1hippocampus.24" 3.83867704493584e-05 0.447710891215592 4.17703738106752e-05 0.0199997685992165 0.530624924510545 5.70754103407389e-05 0.00152718312004506
"ca1hippocampus.25" 1.94227350386783e-05 0.473840831877261 0.000275926913947413 0.0215125267884096 0.502218604597164 1.99431857459205e-05 0.00211274390243356
"ca1hippocampus.26" 0.000148471913114191 0.284974393667128 0.000189809641777434 0.0460852791458531 0.668486123638808 3.56891797662143e-05 8.02328135523829e-05
"ca1hippocampus.27" 0.0137870235634887 0.520391062261882 0.000160011682195855 0.0200728903175277 0.445521566004855 3.40193062979654e-05 3.34268637525877e-05
"ca1hippocampus.28" 0.0083042893896022 0.204773570464694 2.16285973692932e-05 0.0149685598442923 0.771848111987611 1.50251270071327e-05 6.8814589423768e-05
"sscortex.84" 0.0428471834338195 0.495954093453292 0.00076261129980201 0.032347986744123 0.427968892503381 3.05731072844048e-05 8.86594582977119e-05
"ca1hippocampus.29" 0.00703047146518761 0.466460325808135 0.000463258827603488 0.00989809573278424 0.51598055630294 6.11776405496255e-05 0.000106114222799833
"sscortex.85" 0.000348848923489285 0.412192946645373 0.245220063991288 0.107037283841331 0.232766706370531 0.000598680105756997 0.00183547012223132
"ca1hippocampus.30" 0.0439220859791561 0.135059894975335 0.000284758768879358 2.41884828340146e-05 0.820634062682662 4.05668002365694e-05 3.44423108978934e-05
"ca1hippocampus.31" 9.40702012353426e-05 0.461544954214414 4.48497631835266e-05 0.0259045470333201 0.468556407432633 0.0437748346585676 8.03366966460003e-05
"sscortex.86" 0.175854164946684 0.299938989502221 0.00374244535673632 0.124634161000828 0.395728309402046 3.65789529018661e-05 6.53508385818424e-05
"sscortex.87" 0.000647792613546121 0.233438225698522 0.135358985642364 0.0769310962807674 0.553443576006788 0.000112545857144156 6.77779008685925e-05
"ca1hippocampus.32" 0.0439540455279402 0.100020908898096 0.000387436691230102 0.0170442480077049 0.838518106858077 4.29675526372402e-05 3.22864643144649e-05
"ca1hippocampus.33" 0.0930240343820099 0.163591390308452 0.000348232654812044 0.013364213014613 0.729225719301234 5.46251587135368e-05 0.000391785180165886
"ca1hippocampus.34" 0.100287620122385 0.134566585146666 0.000137666283360719 0.00984607992642644 0.754901545087078 0.000228978344865378 3.15250892192412e-05
"ca1hippocampus.35" 0.0799177657482591 0.1428893421184 0.00063427190982137 0.00909704194642273 0.766812581775579 3.09023701919602e-05 0.000618094131325882
"ca1hippocampus.36" 8.19925260003158e-05 0.390889118852432 0.00043634924982957 0.0173965450053424 0.59113187091912 3.16874323837614e-05 3.24360148920483e-05
"ca1hippocampus.37" 0.16828951953837 0.194173483755939 0.0932866557508712 0.0341653509384565 0.451623605013755 0.00139364500755059 0.0570677399950587
"sscortex.88" 0.189048141283466 0.312430405863562 0.00720125671981734 0.100335342503464 0.389466759904449 0.000773802070843029 0.000744291654399029
"sscortex.89" 8.67442405568076e-05 0.378667523507965 0.00299270870640758 0.00960305098883063 0.53793767002721 0.0704378841250286 0.000274418404001569
"ca1hippocampus.38" 9.66980253165045e-05 0.554296819939723 0.000120382476723656 0.0189626400599079 0.424989650712542 6.26007917724512e-05 0.00147120799401548
"sscortex.90" 0.0217825211273333 0.449239494595903 0.00551444371371174 0.0725020053437077 0.306647080484956 0.00125748693268446 0.143056967801704
"ca1hippocampus.39" 0.0371448491632461 0.250928265911612 9.3094106149114e-05 0.0416831700813899 0.670041342019643 3.89170598474005e-05 7.0361658112835e-05
"sscortex.91" 0.000143956480429971 0.517259676671073 0.00155769269770119 0.0420216192201054 0.432667249988064 0.00144665701907796 0.00490314792354756
"ca1hippocampus.40" 0.0782346776537405 0.325285759719139 0.000564562227644007 0.037238621586046 0.557894132277708 4.07491604029278e-05 0.000741497375319504
"sscortex.92" 0.0956565800320381 0.517561934664359 0.00158024524711446 0.0373637545176728 0.270985732027017 0.0767688019205693 8.29515912289229e-05
"ca1hippocampus.41" 0.0750165691920719 0.487636679422456 0.00075907592504323 0.0379883447369571 0.396765745636081 0.000254863391270736 0.00157872169612002
"ca1hippocampus.42" 0.199512576209678 0.409651914539276 5.06703274893235e-05 0.10513310184858 0.284849011629927 0.000504546574909128 0.000298178870139915
"ca1hippocampus.43" 0.0015283550130156 0.557658678901284 0.000836297804270884 0.0189294377238419 0.420252567744576 0.000433631660447314 0.000361031152564255
"ca1hippocampus.44" 0.31972489757535 0.362557192255092 0.000900957176575794 0.0153321551452512 0.300768307812736 3.1331972375903e-05 0.000685158062619489
"sscortex.93" 0.000598155938372972 0.388969884125545 0.00654551157695869 0.0535754698343003 0.544731651401868 7.60287690255392e-05 0.00550329835392967
"sscortex.94" 0.00071483966948813 0.415550805899224 0.000732031796186203 0.116830287841256 0.45381286808039 0.0108890459083527 0.00147012080510194
"ca1hippocampus.45" 0.000174249105131081 0.421877042985432 0.17727530932383 0.0995418421597119 0.300732702767862 0.00010583621905542 0.000293017438977863
"sscortex.95" 0.00559194716085846 0.241769772713736 0.000563939247353958 0.0607948675167227 0.690248594730801 3.75322098457353e-05 0.000993346420681952
"ca1hippocampus.46" 0.231838008586943 0.492497941752473 0.00116202503654228 0.0386489025327513 0.231527233988297 0.00165696122361165 0.00266892687938178
"sscortex.96" 0.000107431749922536 0.423210714993453 0.00303214606649598 0.10006210425422 0.470112828776414 0.000733913016772475 0.00274086114272235
"sscortex.97" 0.00964915965970201 0.378843909860985 0.0133173374713019 0.066483875674069 0.449542327441055 0.0794464359671247 0.00271695392576224
"sscortex.98" 0.00162631220642104 0.244834250785377 0.299774750196015 0.0870854973516938 0.357866774153187 0.00287351420200481 0.00593890110530132
"sscortex.99" 0.050811519193101 0.291134814835742 0.00127410276616432 0.1797802687289 0.459112728886548 0.0141583388564993 0.00372822673304523
"sscortex.100" 0.000213689968269142 0.46672321890429 0.00828551358496987 0.105532778504656 0.400173012785044 0.000146848765775605 0.0189249374869961
"sscortex.101" 5.90236911406663e-05 0.399245777621702 0.144780172785762 0.134573113403906 0.319207465966237 0.000338488700354171 0.00179595783089811
"sscortex.102" 6.19541644555465e-05 0.358003389738168 0.00255056544920052 0.182899851722268 0.446792348324169 7.88445825344248e-05 0.00961304601920457
"ca1hippocampus.47" 3.51955898012424e-05 0.503221617339176 0.000806388134111554 0.0233568415505722 0.472069895489495 2.19288596350536e-05 0.000488133037209389
"ca1hippocampus.48" 2.98726029624984e-05 0.564353700685873 1.98728426669905e-05 0.0806832076016698 0.350174664368331 0.00382176648032965 0.000916915418167046
"ca1hippocampus.49" 0.0521437870295372 0.412572122383233 5.12509084578251e-05 0.069503706614814 0.465546796131557 2.46187796380385e-05 0.000157718152762623
"ca1hippocampus.50" 0.000126437596957916 0.280726679112531 6.62839635618803e-05 0.107826306049732 0.611088317435457 3.48154729873002e-05 0.000131160368772494
"ca1hippocampus.51" 0.0135453394629453 0.326333185569915 5.51208026838216e-05 0.0396827383289129 0.620234824606621 5.24609335761808e-05 9.63302953463333e-05
"ca1hippocampus.52" 0.0817151434828992 0.223506266888036 0.000457866795695733 0.0946877003010251 0.59867200867527 0.000396486798229208 0.000564527058845091
"ca1hippocampus.53" 0.092802526107243 0.00730503809507906 0.000549053973290476 0.0509002831357258 0.846190360456203 0.000415678386752906 0.00183705984570591
"ca1hippocampus.54" 7.85160218420168e-05 0.270611012264732 0.00108408436625167 0.0335580742243613 0.693305887474444 6.93080077449896e-05 0.00129311764062388
"ca1hippocampus.55" 4.47509481893605e-05 0.304937764037766 0.000236140016763917 0.0417826006028577 0.652900975795994 2.32416436806447e-05 7.45269547477442e-05
"ca1hippocampus.56" 0.00616726514619293 0.187468285511865 0.000419665325272587 0.0815388800405432 0.724287435366558 4.07244469434229e-05 7.77441626248609e-05
"ca1hippocampus.57" 0.173218801095817 0.00583245446832244 0.000394262147880427 0.0510886237308043 0.767030098145329 9.03813690175351e-05 0.00234537904282936
"ca1hippocampus.58" 0.24460966338159 0.258302211524151 0.000366801786142057 0.0359153455214992 0.460695779352363 2.12895025821551e-05 8.89089316733535e-05
"ca1hippocampus.59" 0.0865659681763772 0.0999869417631085 0.000391726622252434 0.0318090498820745 0.781190283582766 2.07627132987852e-05 3.52672601228953e-05
"sscortex.103" 0.0222034089435728 0.046009835584005 1.56537625738244e-05 0.0728307580274692 0.85881418389441 1.55767561163603e-05 0.000110583031852423
"ca1hippocampus.60" 0.000454015921280841 0.129090195837954 1.32996368203063e-05 0.069755119436594 0.800590318287587 2.31587985924167e-05 7.38920811714874e-05
"ca1hippocampus.61" 0.000102078693844594 0.541703102908851 2.86701748198147e-05 0.0558226581757969 0.400200184678629 2.05928317975745e-05 0.00212271253626108
"ca1hippocampus.62" 5.21486337246681e-05 0.403624600947614 4.4057269009624e-05 0.0520176443247294 0.544119586195057 4.1831669450202e-05 0.000100130960415445
"sscortex.104" 9.10466143040033e-05 0.52169000727833 0.00431180983520346 0.0560275143233308 0.408614131605541 0.000981301164885701 0.00828418917840454
"ca1hippocampus.63" 0.0525009091098142 0.575489222348254 0.000213695977452909 0.0159499476488065 0.351956864416502 5.13861697490832e-05 0.0038379743294217
"ca1hippocampus.64" 4.23490790513848e-05 0.264086451027298 0.0923381814883542 0.0507368242680618 0.480412231138216 1.8852712311001e-05 0.112365110286708
"ca1hippocampus.65" 0.0558810287900141 0.518666154693879 0.000542512466310081 0.0321529499063342 0.389921217742811 0.000264616224782365 0.00257152017586908
"ca1hippocampus.66" 2.66822669040446e-05 0.529192781559884 2.26780667535673e-05 0.0359036664551949 0.432600034993074 0.000269476939187251 0.00198467971900258
"ca1hippocampus.67" 0.000563783323581623 0.308423495630756 4.28737356352903e-05 0.044456112668409 0.644787326520896 2.46129106775324e-05 0.00170179521004404
"ca1hippocampus.68" 0.0288401463475511 0.130528652207186 1.53081980209347e-05 0.0160810674355116 0.824479661545407 1.72622098790438e-05 3.79020564447909e-05
"ca1hippocampus.69" 0.119609050508734 0.522014126609307 2.21324329189117e-05 0.0425383450094113 0.315687737478646 1.64943880286475e-05 0.00011211357295309
"ca1hippocampus.70" 5.12907660395201e-05 0.483730586482155 0.00266606911161765 0.0425785893610801 0.465969005362024 4.97613240695075e-05 0.00495469759301511
"ca1hippocampus.71" 0.0312408493202005 0.269626171449107 0.000162730025262027 0.029199982595005 0.669235233361389 2.76478704112493e-05 0.000507385378624886
"ca1hippocampus.72" 0.0594639208539701 0.631977178077524 2.56045797154091e-05 0.0402922388116947 0.267512032748232 2.40215947196752e-05 0.000705003334144048
"ca1hippocampus.73" 0.00380710504236966 0.334346875554323 0.000492422617853307 0.0393907877665501 0.557864949725839 4.62753549237298e-05 0.0640515839381409
"ca1hippocampus.74" 0.253396240687534 0.350050789654104 0.000152516348025887 0.021789167250565 0.374557261903625 1.83380185719384e-05 3.56861375742925e-05
"ca1hippocampus.75" 0.0015756738958772 0.305198515942393 2.03887844859721e-05 0.0382760391351413 0.65458327778089 0.000249059630469661 9.70448307424716e-05
"ca1hippocampus.76" 0.027594779775739 0.256328629436289 0.000713709924073166 0.0246924718062497 0.689307241434681 0.000141570312580892 0.00122159731038722
"ca1hippocampus.77" 0.0631259412234734 0.405278676759497 2.90367936550376e-05 0.0722391807241194 0.459229029511097 3.82839371937102e-05 5.98510509647423e-05
"ca1hippocampus.78" 8.96601756528315e-05 0.476345615902849 0.00057928552159797 0.0434906694190033 0.479196981008582 3.73766719663662e-05 0.000260411300348937
"ca1hippocampus.79" 0.0227854599494842 0.385481347009419 4.32637208743088e-05 0.0968873409035943 0.449443045356428 0.0393187091787673 0.00604083388143323
"ca1hippocampus.80" 0.000761151876921763 0.208007216176694 1.88980742353558e-05 0.0240057001209287 0.767162475756654 1.87078863699926e-05 2.58501081965589e-05
