27315.4	198703	299616	16255.9	16054.6	392838	25864.6	113793	8914.7	129439	468216	181898	143227	58971.1	29059.4	4.24894e+06	197281	230683	1711.86	71037.2
57070.8	154567	19903.2	2175.36	32211.8	30644.7	4556.38	9649.13	8796.06	21965.7	308082	55220.5	626.187	21686.7	101253	87370.9	7115.99	43019.9	35585.6	34164.2
4835.59	2051.94	52.2301	32476.8	28304.6	424.921	15923.1	36986	953.027	0	205.209	141043	1046.14	143.781	39323.1	218.001	2043.05	208.141	201.894	10982.2
3.55975e+08	1.85231e+07	1.97877e+08	3.05122e+06	1.97259e+08	0	3.13568e+06	1.21081e+07	5706.72	1.91338e+06	7.76012e+08	2.63432e+07	10519.1	382122	0	0	6.81901e+08	1.33094e+08	581729	2.36093e+06
0	8.40089e+08	9.74806e+07	5.39154e+06	5.58215e+08	1.2923e+08	2.44329e+07	1.30833e+08	1.16928e+08	6.28108e+07	0	3.96102e+08	3.5589e+07	4.60324e+07	5.05382e+08	1.03398e+09	1.04106e+08	8.35093e+06	1.53512e+08	2.2723e+09
1.62369e+06	219766	1.58651e+06	653381	28581	77931.9	27281.1	487862	50093.1	1.04349e+06	1.8294e+07	0	1.64442e+06	360738	3.61877e+06	1.96868e+06	2.32054e+06	32702.9	722947	6.48468e+07
7.12587e+06	528381	21959.4	570565	60868	546077	1.2926e+07	787733	45558.1	3.96527e+06	8.1827e+07	1.10176e+07	34583.5	1.60689e+07	1.50337e+07	121715	0	836661	131934	6.77152e+07
3071.6	10601	33177.2	781.909	57569.3	398.84	1439.73	431.752	94.4566	24273.9	790101	86329.9	17319.8	119848	70509.9	1.12377e+06	4183.02	35411.1	7251.77	85042
114048	159410	49068.1	94308.1	378486	35068.2	94465.2	0	0	209241	7.04512e+06	45978.7	27226.1	222993	139097	1005.66	49081.5	0	39624.5	341729
2.5908e+07	2.97272e+07	2.12392e+07	1.26695e+07	0	4.64163e+06	1.19771e+07	4.79189e+06	157955	1.38425e+06	1.329e+08	5.17456e+07	1.82465e+07	1.33618e+07	1.84583e+07	0	3.26535e+07	92098	1.669e+06	9.94486e+07
3.10357e+06	458821	211715	2.86274e+06	6.09805e+06	596834	2.08866e+06	2.43323e+06	660984	711066	2.43108e+07	2.22554e+07	150724	5.88236e+06	159907	617203	2.06845e+06	528268	5636.57	1.14297e+07
3.2687e+06	5.50706e+06	4.11314e+06	235079	372987	1.20574e+07	4.07423e+07	5.0588e+07	1.71125e+06	8.63683e+06	6.39664e+06	1.28702e+06	341314	1.49518e+06	0	6.61876e+06	4.23456e+07	2.041e+07	530148	2.34738e+08
1.57749e+06	767395	18333.7	3.19332e+06	19021.1	1.02247e+06	19639	71284.2	3254.24	396164	5.01213e+07	1.24431e+07	424009	2112.23	1514.44	678420	398356	1.99524e+06	656156	102743
7750.24	25508	62503.2	1852.17	3562.21	3222.64	7218.35	46393.4	4922.51	3605.08	125618	22333.5	4365.05	3266.36	1407.69	379622	427.844	335.572	128.245	0
209561	163594	1.03728e+06	67195.1	21548.1	96585.7	174452	197567	14800.4	190207	4.90945e+06	974255	93698.2	335130	80030.5	9032.99	48775.2	105397	127587	172732
118469	160785	79010.2	6248.18	95168.9	339954	9674.49	479495	27821.5	31738.7	694536	424574	5032.54	10971.3	33030.7	1.53426e+06	1.60237e+06	302192	7864.83	819035
4085.01	11606	103196	278.903	34184.4	32302.8	1098.99	5343.02	12037.1	71181.3	1.70299e+06	38207.9	9792.73	84391.7	850.675	9915.87	50367.6	41569.9	14873.3	0
7.16432e+06	1.27567e+06	0	0	7.92901e+06	1.87059e+07	250725	2.77578e+06	2.64572e+06	5.13541e+06	1.39923e+08	6.39572e+06	116786	7.28295e+06	1.24244e+06	1.03485e+07	171239	8.83856e+06	1.54218e+06	5.32563e+07
69854.1	116430	430082	16885.7	17830.2	351038	837886	394338	9782.52	65705.9	0	2.70585e+06	99547.5	29341	5355.81	744174	12191.6	93250.4	1657.16	1.63726e+06
148785	1.87802e+07	2.67515e+08	1.48083e+07	2.56552e+06	3.53382e+07	2.6806e+06	6.37284e+07	1.32187e+07	5.21127e+07	3.18823e+07	8.65266e+06	6.67287e+06	45497	5.47685e+06	5.7474e+06	3.99079e+06	1.79415e+07	2.18942e+07	5.54541e+06
6.16146e+06	703875	309773	249413	7359.05	217172	0	58987.6	164535	53975.6	7.29905e+06	71736.2	18289.7	611066	2.78178e+06	219000	199600	471012	27665.8	5.46062e+06
3.43298e+07	1.42957e+08	2.07842e+08	2.16392e+06	5.23532e+07	5.26572e+07	186476	3.04224e+07	863511	9.87924e+07	2.05556e+09	8.60296e+07	507031	1.53861e+08	1.59729e+06	9.19086e+08	1.09734e+06	3.51237e+06	3.0185e+07	1.78434e+08
1.14973e+06	10253.9	556.107	180916	174.476	339391	201459	22247.3	9537.43	694309	1.43512e+07	0	84588.6	1.16066e+06	7848.63	1.4661e+07	86510.5	311317	6511.74	5.69575e+06
596773	4.05368e+06	1.85356e+06	2.18761e+06	21747.3	3.56709e+06	128982	2.56905e+06	406642	3.56621e+06	4.70592e+07	3.45878e+06	25745.7	661109	509465	730386	75314.3	7659.55	1.31751e+06	33685.9
0	2025.02	9.94487e+06	1.72273e+06	617316	47634.5	76286.4	800113	1.00507e+06	196671	8.60748e+07	4.38636e+06	355985	1.45088e+06	8.11997e+06	4.46405e+06	6.80518e+06	1.27509e+06	347694	5.89698e+07
1.83447e+08	502280	1.65205e+08	4.25126e+06	1.73965e+06	1.25677e+06	130857	152000	11152.8	5.82465e+06	1.21021e+08	1.85872e+06	5.66407e+06	6.82103e+06	5.25226e+06	4.15778e+08	6.04183e+07	1.07103e+07	3.37938e+07	1.90395e+08
1.95508e+06	0	1.52309e+06	555901	33737.8	0	1.11329e+06	86576.2	256205	3.64658e+06	1.28003e+07	1.94944e+06	155128	2.69364e+06	141329	539765	3.50226e+06	3.31278e+06	497811	538624
2.20268e+07	1.66022e+07	6.13609e+07	2.56431e+06	1.65738e+07	2.76509e+07	4.02369e+06	3.52045e+07	19401	1.56536e+07	3.67504e+07	2.88856e+07	636632	5.69291e+06	5.14535e+07	492568	3.74899e+07	3.4219e+07	1.37076e+06	691094
3.84619e+06	109448	1.10308e+07	7.04515e+06	7.81594e+06	718390	8.45812e+06	6.60662e+06	8.94222e+06	1.26346e+07	4.42785e+07	7.88868e+06	461795	0	4.64818e+07	6.07068e+07	2.86981e+06	5.36185e+07	8.09033e+06	5.76204e+06
9212.36	428106	1894.85	3565.84	360650	87342.3	11738.9	11203.4	32143.6	97422	161135	59861.3	162743	145980	71164.7	2.28141e+06	11062.2	80707.3	2654.74	19532.7
0	2.24692e+07	2.08064e+07	6.71646e+06	1.56488e+07	39955.9	3.4594e+06	1.06212e+06	255213	936170	770647	1.90384e+06	579945	34759.5	6.22072e+06	1.77572e+07	3.25881e+07	3.47837e+06	1.81653e+06	800765
1.17529e+08	3.67247e+07	3.49438e+07	1.37692e+07	2.77442e+06	2.10902e+07	1.81356e+07	5.78903e+07	8.84515e+07	5.30066e+06	2.93111e+08	0	1.34129e+07	7.92943e+07	3.41505e+07	6.17637e+08	9.83659e+07	2.08362e+07	6.76379e+07	4.76161e+08
612342	865108	208576	457321	427.805	473010	172277	1.2518e+06	215193	506631	3.11465e+07	3006.05	4840.45	83381.5	3.9727e+06	219843	0	385532	147244	1.34469e+07
1295.73	5675.41	0	1667.93	7884.33	5965.09	31245.5	91896.6	64.1171	11210.3	1.20077e+06	2842.37	1319.06	1498.1	35218	756168	875.967	12837.1	563.194	6588.7
1.39509e+06	6.23434e+06	1.12893e+06	222503	9047.85	279921	288071	851000	0	595250	4.44861e+06	1.45899e+06	230162	191883	293169	1.7496e+06	1.81403e+06	83861.8	258986	7.73118e+06
1.33476e+08	2.64009e+07	4.51833e+07	5.20609e+07	1.55455e+07	1.95205e+07	2.51484e+06	1.12338e+06	3.55897e+07	2.8027e+07	1.21356e+06	1.17611e+08	1.36244e+07	46455.6	2.79471e+07	7.30852e+07	7.6545e+07	1.09535e+08	9.29573e+06	4.05819e+07
1.84004e+06	506170	690784	421309	6.60894e+06	3.8593e+06	914130	828243	118977	38085.8	4.95709e+07	324157	1.30957e+06	2.18171e+06	1.38656e+06	2.8849e+06	1.34799e+06	3.4465e+06	372700	3.96005e+07
1.65153e+07	2.14374e+07	0	1.94692e+06	9.0031e+06	0	5.52155e+07	5.94126e+06	0	2.11743e+07	0	1.43053e+07	4.37047e+06	8.6595e+06	2.63718e+07	3.30056e+08	0	4.66602e+07	3.54747e+06	2.03237e+08
400554	1.78204e+06	226576	1.09931e+06	2.77899e+06	1.19349e+06	271205	671889	11056.7	106418	1.33897e+08	30110.2	743910	4.51671e+06	1.12129e+07	359088	866978	23546.9	551985	165906
4.81532e+07	5.32258e+07	5.47172e+06	1.09267e+07	520634	1.08595e+06	6.42651e+06	5.48353e+06	1.64035e+07	2.51558e+06	1.52275e+08	1.22239e+08	1.17796e+07	77137.5	1.22778e+06	1.01202e+08	2.11754e+08	6.73245e+07	2.11502e+06	3.25218e+06
101077	683180	687438	8.15799e+06	263960	322230	3.7215e+06	7.16651e+06	185572	1.61881e+06	4.95756e+08	2.96517e+07	1.99592e+06	7.83083e+06	4.46857e+06	8.56835e+06	4.02493e+06	135648	512855	9.5973e+07
214501	24308.5	54672.2	196933	1465.85	16805.2	376661	155204	47296	30027	176180	706457	100.117	1.74145e+06	524604	34353.5	2401.42	87494.9	46555.1	596677
417.215	421956	566.778	96844.9	88708.5	163229	9107.44	32806.5	732.351	698451	1.2514e+06	2.19993e+06	36720.3	7948.87	165950	978905	508958	141420	258.567	0
2.17876e+09	2.94411e+08	1.18619e+08	2.9943e+07	7.59861e+08	5.19956e+08	4.82295e+08	2.93497e+07	1.28005e+06	2.59294e+07	0	1.6126e+07	1.17256e+08	0	5.29975e+08	6.71982e+09	1.04967e+09	0	3.17714e+07	3.3254e+08
374243	5.06764e+06	348385	649049	23542.8	39105.8	293377	5.32076e+06	44781	679323	1.53302e+08	2.22227e+07	312251	331471	7.47849e+06	7.03297e+07	320589	176082	537111	5.04893e+07
3.20799e+06	8.43006e+06	1.21128e+07	113893	1.14778e+06	3.29837e+07	220786	1.03549e+07	3.93468e+06	4.59703e+06	1.11619e+07	834449	1.13061e+06	7.36419e+06	7.7574e+07	4.33211e+06	3.66927e+07	2.12638e+06	7.06884e+06	1.9529e+07
3.9375e+09	1.50289e+08	0	6.91378e+08	8.70474e+08	0	0	0	1.78228e+09	0	0	4.06516e+09	7.20754e+08	6.35367e+09	4.70851e+09	3.63106e+10	2.41875e+09	2.45829e+09	6.76018e+09	0
510336	7.61701e+06	3.82943e+06	181711	1.04445e+07	1.41697e+06	275176	14652	12275.9	4.17827e+06	9.86254e+07	2.51361e+07	2.63697e+06	9.08909e+06	0	2.30415e+06	7.9236e+06	96308.3	98766.5	3.05505e+07
