"1" "2" "3" "4" "5"
"ca1hippocampus.13" 0.0896078848260714 0.000102985624946403 0.0626900794957272 0.000218395910981486 0.847380654142274
"ca1hippocampus.14" 0.0309267416023203 0.000341186316249484 0.155121774840135 0.000157864116298913 0.813452433124997
"ca1hippocampus.15" 0.000231765827777643 0.000394878330652585 0.147040017737806 7.55116526841672e-05 0.85225782645108
"ca1hippocampus.16" 0.0627360267625595 4.96958983884762e-05 0.0999828038933856 5.26515802302901e-05 0.837178821865436
"sscortex.37" 0.0391934201139566 0.000845606504057179 0.201023434786667 0.00662991907808771 0.752307619517232
"ca1hippocampus.17" 0.074595214036546 0.00150054595978159 0.161655334537503 5.60080608991032e-05 0.762192897405271
"ca1hippocampus.18" 0.557995258820496 8.65310692292374e-05 0.0381666301658559 8.4555185158207e-05 0.40366702475926
"sscortex.38" 0.00955541610851681 0.000373520516397138 0.252988056505378 0.0033675639724923 0.733715442897216
"sscortex.39" 0.0390653154866843 0.000545218879572517 0.0794145664576865 8.99137214424132e-05 0.880884985454614
"sscortex.40" 7.54676913500153e-05 7.67587882059208e-05 0.234154066186889 9.67692923306293e-05 0.765596938041224
"sscortex.41" 0.031402420607193 0.00148225314172609 0.09560854705857 0.000367617181260339 0.871139162011251
"sscortex.42" 0.000360279759188934 8.14775271014224e-05 0.26907331852336 0.000710994886987083 0.729773929303363
"sscortex.43" 0.010557601538719 1.98930794591332e-05 0.10191226432482 3.48897384963359e-05 0.887475351318505
"sscortex.44" 0.000200510457656158 0.00300727630600401 0.20446897073897 5.71704092842393e-05 0.792266072088085
"sscortex.45" 0.000136288002120031 6.61203420758497e-05 0.191773722862468 0.00017243754416591 0.80785143124917
"sscortex.46" 0.000535564641864013 0.00189073665601445 0.298718566658586 0.000119294439508774 0.698735837604027
"sscortex.47" 0.0113023580556302 0.000184830028777737 0.207876204015133 2.7054954575814e-05 0.780609552945884
"sscortex.48" 0.0294675844492431 9.46502814814486e-05 0.187602329142245 9.37915384004356e-05 0.78274164458863
"ca1hippocampus.19" 0.13254838777596 0.000598718705733609 0.0262819056209877 9.9697415839079e-05 0.840471290481479
"sscortex.49" 0.00344498913834359 0.00288473073174038 0.249474572935161 0.000687914362552842 0.743507792832202
"sscortex.50" 0.180169227019958 0.000388326285108756 0.00065011252930123 0.000208718021324192 0.818583616144308
"sscortex.51" 0.00945204999077376 0.000404640466290219 0.214957737565188 9.38962463470681e-05 0.775091675731401
"sscortex.52" 0.17180137610959 3.90975531012522e-05 0.0509851633895282 4.240307705931e-05 0.777131959870721
"sscortex.53" 0.132359416597128 0.000188337953032238 0.0737689067811272 0.000272462945538348 0.793410875723174
"sscortex.54" 0.188902272306183 2.2961307604177e-05 0.0266862175975276 3.20872508401333e-05 0.784356461537845
"sscortex.55" 0.100957592050688 4.8027355251321e-05 0.139453671639741 6.90128655422276e-05 0.759471696088778
"sscortex.56" 0.200635103795264 0.000139385750092788 0.052685799922626 9.322048950549e-05 0.746446490042512
"sscortex.57" 0.245086603996771 2.60099877323023e-05 0.0246412313457711 3.27988279556741e-05 0.73021335584177
"sscortex.58" 0.120581578911662 3.59800319767521e-05 0.132480747456154 4.83248675724043e-05 0.746853368732634
"sscortex.59" 0.0521526675494747 0.000249153352677575 0.207056552535917 6.81461340292223e-05 0.740473480427902
"sscortex.60" 0.345155394371178 9.94597814980923e-05 0.0590668622939518 0.000535859673649199 0.595142423879723
"sscortex.61" 0.149136217120496 0.000104030607349232 0.0565171388189541 7.47088669675622e-05 0.794167904586233
"sscortex.62" 0.164748123495574 5.76733203865211e-05 0.0956434406029842 0.000216423096087792 0.739334339484967
"sscortex.63" 0.0788377130166658 0.000442472684226073 0.0673162071491474 0.000106902300892888 0.853296704849068
"sscortex.64" 0.0841388905230317 0.00190743930535444 0.267602618057428 6.43516386887348e-05 0.646286700475497
"sscortex.65" 0.102506570366774 4.23558611075527e-05 0.212354339041681 4.31514266681378e-05 0.685053583303769
"sscortex.66" 0.119354110429369 0.000287455397746691 0.0517611773300157 4.75749976871647e-05 0.828549681845181
"sscortex.67" 0.15588786398291 4.97890857953155e-05 0.0521100121996589 0.00015189712294807 0.791800437608687
"sscortex.68" 0.105619666724417 0.000255826422033886 0.147566888752143 0.000107432651240541 0.746450185450165
"sscortex.69" 0.238675570484456 6.22996026117498e-05 0.0535162535229534 0.000132114072129702 0.707613762317849
"sscortex.70" 0.0855658302641609 0.000460485756480885 0.212697489252807 5.0397489122076e-05 0.701225797237429
"sscortex.71" 0.149383281417501 5.14190467870544e-05 0.0884298721464114 6.70378200202457e-05 0.762068389569281
"sscortex.72" 0.146465535846376 4.21293032909641e-05 0.081986212280429 4.07961331132751e-05 0.771465326436791
"sscortex.73" 0.040370553050876 0.00018871609118175 0.224674361451347 8.23004852411465e-05 0.734684068921354
"sscortex.74" 0.156163338276602 2.60238395589027e-05 0.0353173535213402 7.29241697222875e-05 0.808420360192777
"sscortex.75" 0.089558642650998 0.0213495832092465 0.208740113122492 0.0472741555043398 0.633077505512924
"sscortex.76" 0.0983843601124479 0.00160673560433403 0.1927659496655 4.70812707379535e-05 0.70719587334698
"sscortex.77" 9.11522495798253e-05 0.0160942160065682 0.55197276963154 0.000505437830606535 0.431336424281706
"ca1hippocampus.20" 0.000123492878348833 2.13212264981378e-05 0.343460528232039 5.91032132600729e-05 0.656335554449853
"sscortex.78" 0.000123849674123971 0.0010159795842188 0.283151601812199 0.0849150326668679 0.63079353626259
"sscortex.79" 3.46273367475755e-05 0.0256711022558119 0.326399132077418 0.0135200588398734 0.634375079490149
"ca1hippocampus.21" 2.97702836440024e-05 4.6857183981234e-05 0.414000306841612 0.00306905326104869 0.582854012429714
"ca1hippocampus.22" 2.19007631837742e-05 2.25768672821289e-05 0.301922774829661 0.0477089708194651 0.650323776720408
"sscortex.80" 2.10180743321676e-05 0.109841203819523 0.364429927604631 0.000376988543070309 0.525330861958444
"sscortex.81" 0.0326557974235529 0.000157025996854368 0.26439433332662 0.00368804088471266 0.69910480236826
"sscortex.82" 3.92818107626146e-05 0.170606377546256 0.323185201767337 0.0145090438065334 0.491660095069111
"sscortex.83" 3.02958792825687e-05 0.00741901986975478 0.44719298521908 0.0132843361423927 0.53207336288949
"ca1hippocampus.23" 0.01381651120676 0.00016366436054039 0.336141415228582 0.253241353414655 0.396637055789463
"ca1hippocampus.24" 5.39253308027365e-05 0.000118731446056233 0.479950519052662 0.000730036206518169 0.519146787963961
"ca1hippocampus.25" 2.82800767310012e-05 0.000310907888907576 0.505264389803313 8.5835699158725e-05 0.49431058653189
"ca1hippocampus.26" 0.000255994773559107 0.000297782052012755 0.331037797981459 6.95097456552708e-05 0.668338915447314
"ca1hippocampus.27" 0.0173650861089915 0.000173792310604731 0.542689187154667 4.09039794793101e-05 0.439731030446257
"ca1hippocampus.28" 0.00374040567821078 2.5605088652404e-05 0.240638999978127 2.33309990330629e-05 0.755571658255976
"sscortex.84" 0.0552345629583097 0.000945433620061968 0.527796093346333 5.27826207015096e-05 0.415971127454593
"ca1hippocampus.29" 0.00670822896800102 0.000405218165030908 0.486619475112612 8.27742773507316e-05 0.506184303477005
"sscortex.85" 0.00306124200036126 0.324707020938961 0.435079683616753 0.00141369540356409 0.235738358040361
"ca1hippocampus.30" 0.0366767617045286 0.000237036618693254 0.166511836575344 4.52827760443828e-05 0.79652908232539
"ca1hippocampus.31" 0.000144339727986985 0.000118430461142093 0.493645230163846 0.0426845943917389 0.463407405255286
"sscortex.86" 0.233919218159683 0.0256914041569537 0.356783480520622 0.000214536886490096 0.38339136027625
"sscortex.87" 0.00124702622370948 0.179325386675117 0.267744876916647 0.000173676456764475 0.551509033727763
"ca1hippocampus.32" 0.0320275140973873 0.000319932158688941 0.140099201551599 4.91924501832754e-05 0.827504159742141
"ca1hippocampus.33" 0.0825213886118774 0.000338039632353528 0.197416230828231 8.71027063475535e-05 0.719637238221191
"ca1hippocampus.34" 0.0854472616311196 0.000119749625923089 0.168071422422392 0.000185034204203016 0.746176532116363
"ca1hippocampus.35" 0.0642308300945342 0.000403506573512326 0.176883372449317 5.26419928064647e-05 0.75842964888983
"ca1hippocampus.36" 0.000112549040928463 0.000508105720443343 0.422117730358328 3.96133785362894e-05 0.577222001501764
"ca1hippocampus.37" 0.167517248256983 0.105309646203528 0.216806227205688 0.0507321804276882 0.459634697906113
"sscortex.88" 0.229632894194062 0.0228223539339924 0.365645337519347 0.00394507302697079 0.377954341325628
"sscortex.89" 0.000121695962011403 0.00263386584282974 0.4105379060095 0.0677855473890347 0.518920984796625
"ca1hippocampus.38" 0.000157304693839082 0.000132599019189583 0.579125024035013 0.000198697735015378 0.420386374516943
"sscortex.90" 0.0379351289406395 0.00995240733369088 0.476146236020151 0.155814019678844 0.320152208026675
"ca1hippocampus.39" 0.0386738036278607 0.000625581403114872 0.291702096265376 7.39435376720502e-05 0.668924575165976
"sscortex.91" 0.000284399586886188 0.00231783849554143 0.557406042093267 0.00578793834658003 0.434203781477725
"ca1hippocampus.40" 0.0839486386270844 0.00109755465603534 0.360920220048588 0.000103853282527881 0.553929733385765
"sscortex.92" 0.110542313224817 0.00192126031228207 0.546762457668802 0.0814480927800349 0.259325876014064
"ca1hippocampus.41" 0.0848376615118978 0.00104319212945608 0.519470040335022 0.000542019600957469 0.394107086422666
"ca1hippocampus.42" 0.253251105178526 0.00319166717915784 0.461588759729158 0.00251569893907647 0.279452768974082
"ca1hippocampus.43" 0.00274744158362071 0.000683798445792446 0.580108897160581 0.000553382940023858 0.415906479869982
"ca1hippocampus.44" 0.32370800940426 0.000895121288956111 0.37745281373636 0.000410302326991175 0.297533753243433
"sscortex.93" 0.00294944733675118 0.0104157248746664 0.436338992419356 0.00488615784031922 0.545409677528907
"sscortex.94" 0.0134255557672411 0.00679444390796817 0.485582053896177 0.0308623043136551 0.463335642114958
"ca1hippocampus.45" 0.000454057861521421 0.244515948475073 0.449534194729666 0.000276293567262182 0.305219505366477
"sscortex.95" 0.00871003116328896 0.00120150287314563 0.295251565381732 0.000687323702922436 0.694149576878911
"ca1hippocampus.46" 0.25062992233706 0.00169728977724441 0.512330240962981 0.00531256189900277 0.230029985023712
"sscortex.96" 0.000425720060149822 0.0137793824203132 0.485292447495486 0.0120701140056252 0.488432336018426
"sscortex.97" 0.0170433283937583 0.0210618564569817 0.419814906233615 0.0997434897937522 0.442336419121893
"sscortex.98" 0.00370338709385181 0.362790021389621 0.26645756440728 0.00701623217493623 0.360032794934311
"sscortex.99" 0.0856960953082696 0.0423120929200996 0.361086005467517 0.0544851059486012 0.456420700355513
"sscortex.100" 0.00227464768573647 0.0303320504682107 0.523416514108026 0.0305509229199563 0.413425864818071
"sscortex.101" 0.000209737595834869 0.235072683676753 0.439402164571845 0.0020028642289332 0.323312549926634
"sscortex.102" 0.000238213698814009 0.0662645351712789 0.436887341157073 0.0287085270305412 0.467901382942293
"ca1hippocampus.47" 5.65890073825959e-05 0.0008941895649502 0.53438509882061 0.000236931567048357 0.464427191040009
"ca1hippocampus.48" 5.96364546485024e-05 0.000158267316809153 0.623690843780371 0.0104695390767834 0.365621713371388
"ca1hippocampus.49" 0.0719270567121894 0.000391879915361698 0.459635909558729 8.62193950958038e-05 0.467958934418624
"ca1hippocampus.50" 0.000326751558776968 0.00665503938825958 0.352594864238203 0.000167626886390768 0.640255717928369
"ca1hippocampus.51" 0.0145831802121238 0.000100282354707374 0.368274218832582 9.61903761584525e-05 0.616946128224428
"ca1hippocampus.52" 0.104564000126429 0.00418321543856848 0.282250014271137 0.00216876464909699 0.606834005514768
"ca1hippocampus.53" 0.0860384355411473 0.00109002071231529 0.0541942307655563 0.00199498132871851 0.856682331652263
"ca1hippocampus.54" 0.000110782354472992 0.00131227551262404 0.316255648245939 0.000143453238995965 0.682177840647968
"ca1hippocampus.55" 6.50554062824294e-05 0.000349297577111713 0.349028696817904 4.86679828774633e-05 0.650508282215825
"ca1hippocampus.56" 0.0138604366465912 0.00323330896287917 0.243746266465636 0.000119680585920912 0.739040307338973
"ca1hippocampus.57" 0.172879036239999 0.000756620471436278 0.0451587458931963 0.00179377801774246 0.779411819377626
"ca1hippocampus.58" 0.252218889913071 0.00044781809869232 0.287099209586422 4.3289694785109e-05 0.46019079270703
"ca1hippocampus.59" 0.0775868456539977 0.000443362906052409 0.141152110557856 3.4318068368378e-05 0.780783362813726
"sscortex.103" 0.0200973440337107 0.000128124781131874 0.0953186062484628 5.92013067427706e-05 0.884396723629952
"ca1hippocampus.60" 0.000649851520557554 6.68736923170385e-05 0.183766259410564 0.000114842728225086 0.815402172648336
"ca1hippocampus.61" 0.00107906133652983 0.000118226289115423 0.587925730263003 9.34371913364173e-05 0.410783544920015
"ca1hippocampus.62" 8.77589953479244e-05 0.000115780193243599 0.450936900133775 9.27518712797406e-05 0.548766808806354
"sscortex.104" 0.00197160590706531 0.00789827401525665 0.564480121465047 0.00762913058811844 0.418020868024512
"ca1hippocampus.63" 0.0572174332574132 0.000174173508486185 0.591943085444794 0.000129632512671176 0.350535675276635
"ca1hippocampus.64" 7.03143374084879e-05 0.112267974783645 0.289628489554147 0.104311424491245 0.493721796833556
"ca1hippocampus.65" 0.0602071042919296 0.000589691915287618 0.548843170793481 0.000690044581497101 0.389669988417804
"ca1hippocampus.66" 4.12535187974985e-05 4.15286165345508e-05 0.56462385966255 0.000361673364895255 0.434931684837223
"ca1hippocampus.67" 0.000864200253494194 0.000114508736121773 0.350919781962652 7.42390901611721e-05 0.648027269957571
"ca1hippocampus.68" 0.016099644167721 1.69200392292533e-05 0.168534053171513 2.18642880542264e-05 0.815327518333482
"ca1hippocampus.69" 0.136670735356415 4.58086475077781e-05 0.547376966668549 4.20760577636968e-05 0.315864413269764
"ca1hippocampus.70" 8.18261460522969e-05 0.00401050975799984 0.523502567471774 0.00060674108032375 0.471798355543851
"ca1hippocampus.71" 0.0272658661876443 0.000195880637949699 0.30600089612976 5.59953679883263e-05 0.666481361676658
"ca1hippocampus.72" 0.0740725392644134 5.0892129379642e-05 0.657531828687656 6.06499354276198e-05 0.268284089983123
"ca1hippocampus.73" 0.00551634031230815 0.000369289015027384 0.367272156259678 0.0587828853244637 0.568059329088522
"ca1hippocampus.74" 0.256858840400091 0.000171021776300441 0.369179850227549 2.98845332722221e-05 0.373760403062787
"ca1hippocampus.75" 0.00180512488500314 3.84137102101094e-05 0.345053317440479 0.000447388286331696 0.652655755677976
"ca1hippocampus.76" 0.0235645135714577 0.000741749169026364 0.292908118132452 0.000273105524893696 0.68251251360217
"ca1hippocampus.77" 0.0798303886288617 0.000156154812832459 0.457110567991334 0.000216187650447858 0.462686700916524
"ca1hippocampus.78" 0.000147838308369608 0.000910289461245647 0.514518629725348 9.22882520806759e-05 0.484330954252956
"ca1hippocampus.79" 0.0395860747682871 0.000567259477287586 0.439732995664527 0.0721403271912815 0.447973342898616
"ca1hippocampus.80" 0.00031842417366118 2.74131712974482e-05 0.246595221207045 2.79031554365156e-05 0.75303103829256
"ca1hippocampus.81" 0.000104641208369234 0.000383239506728431 0.374229954923718 0.0183362780859957 0.606945886275188
"ca1hippocampus.82" 0.298702969404223 0.000223654722404641 0.338050697457739 0.0129965406484076 0.350026137767225
"ca1hippocampus.83" 0.000339383449674566 0.000156675262721427 0.375672286693192 0.0715088015739033 0.552322853020508
"ca1hippocampus.84" 0.00188081360731534 0.00248017362147777 0.494677901572316 0.00174358076237586 0.499217530436515
"ca1hippocampus.85" 0.126198442195689 0.00190562129246788 0.509267386337449 0.00268871809765225 0.359939832076742
"ca1hippocampus.86" 0.0276991147642603 0.000703693072052663 0.578314964583822 0.000119134004450088 0.393163093575415
"ca1hippocampus.87" 0.0656699225730225 0.000103455863777424 0.343534254390688 0.000385498431123069 0.590306868741389
"ca1hippocampus.88" 0.227539515734817 0.000535618531920858 0.592652872611835 0.00427168262055823 0.175000310500869
"ca1hippocampus.89" 0.214285254321157 0.000958199825808988 0.571571191989436 0.000152742192232706 0.213032611671366
"ca1hippocampus.90" 0.214663367284835 0.00241277833475667 0.416114134931908 0.0136447754760257 0.353164943972475
"ca1hippocampus.91" 0.140349138132116 7.4500207645043e-05 0.625051740526172 0.000176349076199198 0.234348272057868
"ca1hippocampus.92" 0.0281792303762546 0.000965291434594733 0.310275093104038 0.00012110248490787 0.660459282600205
"ca1hippocampus.93" 0.000182100104188039 0.00127119928023926 0.460951705651617 0.000180801719513351 0.537414193244443
"ca1hippocampus.94" 0.0528463337128597 0.00652187594913022 0.411210403161979 0.00305319769275837 0.526368189483273
"sscortex.105" 0.0707897598558287 0.0010115914432292 0.177216224753183 0.00026443822859754 0.750717985719161
"sscortex.106" 0.150009553219649 0.000136495782449476 0.0470632868360819 0.000131690872575601 0.802658973289244
"sscortex.107" 0.0280365853699844 0.00110642196645251 0.0944204056566609 0.0018446903447022 0.8745918966622
"sscortex.108" 0.000658382073984384 0.00619841969252852 0.510331064932632 0.00726364444836055 0.475548488852494
"sscortex.109" 0.103311485313241 0.0903355462048558 0.0871936574194946 0.133427783189835 0.585731527872573
"sscortex.110" 0.140820494102365 0.000244767723522629 0.0276756088117987 0.171741879001731 0.659517250360583
"sscortex.111" 0.0888696244972496 0.00505156724845549 0.24402092899358 0.00018575428853761 0.661872124972178
"sscortex.112" 0.00117763804534872 0.0622151584130341 0.217664599185394 0.00214871811980355 0.71679388623642
"sscortex.113" 0.0583550949154653 0.00677120431984443 0.185332748553106 0.000230484260135966 0.749310467951448
"sscortex.114" 0.0110973678724318 0.0505961515733059 0.194263264785666 0.000817795853750465 0.743225419914846
"sscortex.115" 0.000108305629203795 0.0493263323221726 0.334837189593455 0.127795369059779 0.487932803395389
"sscortex.116" 0.196694476493832 0.0087327973761896 0.000185365281724981 0.00156936141920951 0.792817999429044
"sscortex.117" 0.0256897346612659 0.0110285190371193 0.14550637192319 0.00785562450649927 0.809919749871925
"sscortex.118" 0.000957522145430427 0.00020288597115338 0.213377381919708 0.00144926902153034 0.784012940942177
"sscortex.119" 0.000270683681571463 0.00954540941056346 0.278015519986773 0.0211133463395633 0.691055040581529
"ca1hippocampus.95" 0.0967978449023088 9.88035331365591e-05 0.551993250264598 0.000549336393345184 0.350560764906611
"sscortex.120" 0.00051513300914487 0.00651218322250034 0.5686975675008 0.0034462656806117 0.420828850586943
"ca1hippocampus.96" 0.575842210516483 0.00247158717998141 0.228841263641176 0.00807633778136154 0.184768600880998
"sscortex.121" 0.0415938107650784 0.000848893477078553 0.287444227008466 0.000130302175468075 0.669982766573909
"sscortex.122" 0.0554525449394481 0.00139143441039248 0.234740438440261 0.000678966034738516 0.70773661617516
"sscortex.123" 0.0433370081460859 0.000910223949322207 0.164114248228526 9.30990614334072e-05 0.791545420614632
"sscortex.124" 0.105528042980351 0.00176814624843218 0.0280924716820794 0.000116903899939821 0.864494435189198
"sscortex.125" 0.0601606319971988 0.000429005497991254 0.177965438644207 7.53142769472738e-05 0.761369609583656
"sscortex.126" 0.0239188748604431 0.000720989593090246 0.30905397138501 9.99707757795475e-05 0.666206193385677
"sscortex.127" 0.0294857742413578 0.000482777798391718 0.264783607645895 8.67627217528811e-05 0.705161077592602
"sscortex.128" 0.252704563605086 0.0491671981565912 0.212010584028017 0.0325593821539845 0.453558272056321
"sscortex.129" 0.284339445179538 0.000991588518347167 0.0627088220115316 0.0165293964997822 0.635430747790801
"sscortex.130" 0.0909382120147475 0.00243094332184218 0.151570110816719 0.00115514598307466 0.753905587863617
"sscortex.131" 0.101637686038173 0.00807942970519942 0.235172456772806 0.00038098998119135 0.65472943750263
"sscortex.132" 0.0789287134643761 0.000342224471200053 0.134208700609236 0.000101056685594717 0.786419304769593
"sscortex.133" 0.231879521920319 0.00189571945743014 0.0971169762057959 0.0035394407151558 0.6655683417013
"sscortex.134" 0.00530189791935628 0.00145310174371116 0.179130604988014 0.378125299421249 0.435989095927669
"sscortex.135" 0.237860088686336 0.00249539299647882 0.104741109382372 0.00272806695281456 0.652175341981998
"sscortex.136" 0.153035886607683 0.00427577853307193 0.377000786807409 0.0520879614174951 0.413599586634341
"sscortex.137" 0.116358993801522 0.00859741208114519 0.49921440059181 0.00163233340363503 0.374196860121888
"sscortex.138" 0.102913370332261 0.000331003424668096 0.168948037867236 0.000179150469266633 0.727628437906568
"ca1hippocampus.97" 0.129745092622939 0.00018113784736343 0.120044455898921 0.000188045011405776 0.74984126861937
"sscortex.139" 0.0760990019317266 0.00435772432845144 0.18935800055794 0.0626312079226315 0.667554065259251
"sscortex.140" 0.387049367404962 0.000211205573432997 0.244399565555646 0.00307694818807716 0.365262913277882
"ca1hippocampus.98" 0.352576235298944 0.012670635639168 7.40339090832791e-05 0.0801417796040541 0.55453731554875
"ca1hippocampus.99" 0.212906014521169 0.00638295009338468 0.0410259490718055 0.000182207976119227 0.739502878337521
"sscortex.141" 0.137555242792425 0.000326321927785719 0.196039899340203 5.55263030783341e-05 0.666023009636508
"ca1hippocampus.100" 0.0892897833330012 9.40413883199131e-05 0.0883806135809004 0.000823239446490102 0.821412322251288
"sscortex.142" 0.0565078713978519 0.00667996236436374 0.578843092857257 0.00902246036725589 0.348946613013271
"sscortex.143" 0.0950967824251783 0.000106786024445711 0.135503845715434 0.00018283456198728 0.769109751272954
"ca1hippocampus.101" 0.0856039184328952 0.0371215288682856 0.436561196696641 0.0277271823514017 0.412986173650777
"sscortex.144" 0.118581758426185 0.000131368364647536 0.151641812761866 0.00237113540341854 0.727273925043883
"sscortex.145" 0.0108216581831095 0.0327309852160455 0.326716453648302 0.324327199967876 0.305403702984667
"sscortex.146" 0.0856366695478541 0.0516723366192784 0.163195435602853 0.056336357179015 0.643159201050999
"ca1hippocampus.102" 0.347921636696733 0.00024984330392929 0.315123136347667 0.000484066520889418 0.336221317130782
"sscortex.147" 0.0753564537383852 8.9386278332803e-05 0.110934432279681 0.000126682268379537 0.813493045435222
"sscortex.148" 0.0640494988913218 6.98482808340877e-05 0.248303954836805 0.00232569744752607 0.685251000543513
"sscortex.149" 0.000306776646778667 0.0334769040374273 0.496149399706093 0.0432696507423758 0.426797268867325
"ca1hippocampus.103" 0.000407683058432875 0.000112725857610482 0.463630498817644 0.000134029415069065 0.535715062851243
"sscortex.150" 0.394284103260805 0.00968883545059258 0.323831864851046 0.0044013882960246 0.267793808141532
