0.0119353	0.0948203	2.30523	0.00730343	6.54658	0.891614	0.0455217	4.22039	0.00517324	0.0363701	0.233757	0.000815008	19.8755	0.0328374	0.058148	2.1857	1.75026	0.240995	0.127507	0.07236
0.401541	0.621391	0.344856	0	0.713072	0.254103	0.548037	1.49199	0.0117456	0.160876	0.0208944	0.547808	14.0264	0.00258518	0.0695017	0.72662	0.944474	0.00190752	0.271544	0.0113159
0.916947	0	3.39229	0.0725053	0.294516	0.00251795	0.349173	5.18997	0.00157621	0.00274696	0.0428401	2.42045	27.853	0.0165335	0.00201922	1.86193	1.88486	0.323984	0.378604	0.00123926
0.158291	0.862068	3.47484	0.117939	9.57259	0.632248	0.0085931	2.41377	0.000486222	0.195724	0.456045	0	25.9307	0.00130767	0.0437643	3.65011	1.6961	1.13508	0.157772	0.00205526
0.124069	0.412122	1.74067	0.0819219	7.79723	0.593432	0	1.00106	0.06321	0.153434	0.32306	0	23.7062	0.0090458	0.111944	2.37885	1.46375	0.929634	0.0213789	0
0.000397523	0.33886	4.63944	0.0355812	11.7646	1.19248	0.0573688	3.11455	0.0259298	0	0.663846	0.134187	27.119	0.034652	0.0344649	3.74477	1.65883	0.745555	0.126021	0.052026
0.443703	0.0679585	0.334966	0.0403813	0.254105	0.517731	0.307854	0	0.00984468	0.140292	0.0321227	1.17592	19.4628	0.000266279	0.0493433	1.3202	1.19416	0.2054	0.621947	0.00282881
0.630026	0.199233	2.40181	0.0383693	9.70613	1.62058	0.0243249	1.47359	0.0431702	0.124912	0.646178	0.394148	16.1198	0.0094569	0.132086	1.35019	1.21938	0.956821	0	0.0557728
0.214509	0.206924	0.698184	0.000826232	1.29065	0	0.3396	0.617305	0.0124209	0.059463	0	0.0823271	12.6481	2.82881e-05	0.064729	1.46142	0.627044	0.000156089	0.479757	0.0467034
0.161985	0.0743063	3.81072	0.174267	16.0393	1.66539	0.00201769	8.32238	0.00981623	0.0654265	0.686572	0.173695	21.0307	0.0181193	0.0998506	3.21313	1.59389	1.01642	0.105459	0.315383
0.0910943	0.131334	2.4722	0.0168848	6.13029	1.2028	0.0167509	3.15271	0.00112043	0.0100983	0.268079	0.0854899	20.1002	0.0133624	0.0414327	1.87052	1.44309	0.253158	0.252754	0.0273443
0.405246	0.997159	0	0.0102357	1.01175	0.239493	0.744578	0.175885	0.0027117	0.0791194	0.0467634	0.886533	15.0796	0.000764143	0.0718395	2.43378	0.833019	0.0181828	0.423076	0.0968303
0.43061	1.46151	1.12696	0.0868257	11.9396	1.17525	0.00833141	1.32732	0.0896077	0.0859928	0.711835	0.261638	12.898	0.026863	0.176953	3.52201	1.27465	1.12331	0.00657572	0.0494809
0.273104	0.277068	3.32941	0.0108706	3.59851	1.18828	0	4.17335	0.0243872	0.0731737	0.199757	0.0229387	19.0727	0.0407356	0.141364	1.60761	1.59941	0.0728061	0.00156341	0.151915
0.340677	0.165147	0.929193	0.0217234	0.124549	0	1.00652	0.817098	0.00960497	0.00162109	0.103015	0.157015	14.2111	0.00608325	0.021533	0.00837727	0.887166	0.0994435	0.173264	0.135395
0.0446795	0.684883	0.429876	0.102318	6.66093	0.282127	0.0116684	1.70196	0.023486	0.0916003	0.164066	0.038712	16.9548	0.00524807	0.154976	3.88127	1.23255	0.361896	0.120916	0.0035407
0.409828	0.605818	0.882753	0.00504265	1.0578	0.369378	0.219845	0.0113091	0.0140503	0.0924361	0.0516739	1.34942	23.3571	0.0152957	0.0605475	2.25915	1.11636	0.00878612	0.589167	0.017771
0.156994	0.487236	5.94687	0.00199603	1.32726	0.348863	0.0670483	4.04101	0.0112501	0.0782579	0.0175522	2.445	29.5088	0.00263424	0.0728461	3.30496	1.24354	0.0455718	0.307949	0.121643
0.00118254	0.0890528	1.19865	0.000347413	8.73698	1.40598	0.0239493	2.70022	0.0488688	0.00713048	0.741078	0.138786	22.2451	0.0390833	0.097166	2.0466	2.1119	0.265458	0.0143767	0.309416
0.00617822	0.105491	2.48519	0.0313313	7.58314	0.439606	0.0128082	3.73564	0.0106407	0.00369378	0.23889	0	22.0452	0.0471729	0.109784	3.12469	1.58735	0.364392	0.0977279	0.263326
0.0416577	1.47747	2.81119	0.0356739	3.89345	0.0995393	0	0.298924	0.00237256	0.176093	0.12626	0.614165	24.3193	0.00542789	0.0537881	3.41954	1.24278	0.331565	0.346219	0.00178363
